OrderID,ShipmentDate,EstimatedDelivery,ActualDelivery,DestinationCountry,ShippingCost,LogisticProvider
1873,2021-07-22 06:46:28,4,7,France,39.73811546067155,UPS
1874,2022-05-16 16:55:16,6,15,Latvia,87.45387786165368,DHL
1875,2021-06-02 00:24:59,8,13,Tonga,21.000545605859504,FedEx
1876,2021-01-11 05:11:07,5,11,Tonga,60.7396750499343,UPS
1877,2021-10-05 02:44:23,6,9,Turkey,65.69481984803532,DHL
1878,2023-02-22 05:13:21,13,4,Italy,47.01246449916248,FedEx
1879,2023-08-14 04:53:23,6,3,Puerto Rico,20.52575108908986,DHL
1880,2023-09-30 07:20:35,3,7,Northern Mariana Islands,17.80409962240533,FedEx
1881,2022-09-21 19:19:30,10,9,Mexico,53.06191532487011,DHL
1882,2021-05-29 13:46:19,7,6,Algeria,73.52139363632378,DHL
1883,2021-02-07 10:14:24,13,16,Norway,81.0687066812246,FedEx
1884,2023-07-23 23:15:13,5,19,French Polynesia,36.130977499450836,DHL
1885,2021-03-30 10:35:16,10,6,Montserrat,24.92144029897741,Local Courier
1886,2021-12-10 11:27:51,11,5,Tokelau,30.335765077233983,DHL
1887,2023-10-15 11:27:27,8,13,Venezuela,91.7460377818991,Local Courier
1888,2021-08-29 20:35:54,7,6,Estonia,42.54232692914921,Local Courier
1889,2022-04-01 21:16:36,8,18,Montenegro,84.79924825602438,Local Courier
1890,2021-12-02 05:49:59,3,8,Lithuania,13.051687756260247,FedEx
1891,2023-05-22 02:12:26,4,19,Tunisia,84.2421826809339,UPS
1892,2023-01-18 23:24:34,8,8,Lebanon,80.38506128931516,Local Courier
1893,2022-10-05 02:34:51,13,17,Libyan Arab Jamahiriya,27.083882940487108,Local Courier
1894,2022-03-19 02:50:26,12,6,Suriname,79.98405761256448,FedEx
1895,2023-06-19 22:32:35,5,18,Mozambique,28.709359883904202,FedEx
1896,2022-12-02 00:23:33,14,9,Poland,92.48787079779375,Local Courier
1897,2023-10-30 09:38:40,6,10,Saint Barthelemy,31.290575179598097,FedEx
1898,2022-09-22 06:18:59,10,16,Barbados,29.715252309750543,DHL
1899,2023-09-22 13:57:30,14,8,Monaco,83.99300524493201,UPS
1900,2023-05-12 08:32:50,3,12,El Salvador,73.11069857635655,Local Courier
1901,2023-11-09 22:59:58,13,4,Turks and Caicos Islands,18.1200784312657,FedEx
1902,2022-02-14 17:20:15,11,13,Yemen,18.169765020751036,FedEx
1903,2022-12-27 23:40:58,12,5,Hungary,41.774242664905444,DHL
1904,2022-09-19 01:36:04,7,18,Ethiopia,66.21265104316106,DHL
1905,2022-08-14 21:39:31,14,3,Namibia,60.32991157433663,DHL
1906,2022-09-09 18:49:40,6,15,Mozambique,24.739825982205698,DHL
1907,2022-11-22 23:14:04,14,16,Russian Federation,68.21765013034647,DHL
1908,2021-08-21 07:45:28,4,9,San Marino,52.71032273912792,FedEx
1909,2023-01-10 16:12:06,5,9,Micronesia,98.08839926055302,DHL
1910,2022-12-09 06:20:50,6,15,Egypt,20.281100679346736,UPS
1911,2023-07-27 11:31:47,14,12,Sao Tome and Principe,62.53324191438524,DHL
1912,2021-09-12 13:50:56,14,8,Ukraine,86.8025096059196,DHL
1913,2022-04-20 17:24:12,10,9,Turkmenistan,76.7628988621051,Local Courier
1914,2023-10-19 22:52:42,7,9,United Kingdom,16.364112679790402,Local Courier
1915,2022-07-21 05:48:35,12,18,Guernsey,22.809587943849337,FedEx
1916,2023-06-02 12:46:11,4,3,Bahamas,95.0095768726261,UPS
1917,2021-06-15 21:41:41,4,15,Luxembourg,59.53662311555333,Local Courier
1918,2021-08-31 15:45:04,8,12,Mongolia,14.009946479772502,UPS
1919,2023-07-07 23:03:41,5,9,Bolivia,49.723626747539896,DHL
1920,2023-05-18 02:37:22,8,14,Puerto Rico,31.96575148927291,UPS
1921,2023-06-30 14:57:55,7,16,Nauru,92.81384750723811,FedEx
1922,2022-06-24 09:39:57,6,12,Turkmenistan,34.78683979432502,FedEx
1923,2021-08-11 07:30:01,13,13,Macedonia,71.58302320677329,FedEx
1924,2022-01-29 01:18:42,14,4,Sudan,37.314123765213296,DHL
1925,2023-06-24 03:58:17,6,15,Latvia,81.72551949916073,DHL
1926,2021-01-04 23:03:28,8,7,Greenland,50.54557169653438,FedEx
1927,2022-01-08 21:19:01,3,19,Sweden,24.376295141774207,FedEx
1928,2023-07-16 10:21:21,13,10,Costa Rica,74.92644768323397,DHL
1929,2021-06-06 12:30:59,9,6,Rwanda,64.11230516876834,UPS
1930,2023-09-03 15:41:04,6,13,Russian Federation,74.61473644085272,Local Courier
1931,2021-11-12 21:13:54,5,3,Guyana,30.99284786773688,UPS
1932,2021-08-10 15:07:51,3,8,British Virgin Islands,70.11600630846365,DHL
1933,2023-09-19 02:50:25,4,4,Honduras,85.96136617765123,UPS
1934,2022-03-10 14:44:30,10,6,Angola,17.5219209695153,DHL
1935,2021-01-07 21:38:38,8,19,Macao,85.41879707968423,UPS
1936,2022-12-25 14:40:43,4,9,Uganda,15.911916370321359,FedEx
1937,2021-01-28 01:26:56,14,10,Namibia,30.851463996183305,Local Courier
1938,2021-07-06 20:19:32,11,15,Dominica,39.024364671804705,Local Courier
1939,2023-02-16 23:10:02,10,11,Bolivia,97.68549750468522,UPS
1940,2021-07-17 19:05:30,4,16,Reunion,67.02896329593452,UPS
1941,2023-12-21 20:56:59,3,15,Anguilla,77.71767167533483,FedEx
1942,2023-07-03 04:25:44,11,9,Saint Helena,62.195827746050895,DHL
1943,2022-06-04 02:50:54,14,3,Estonia,52.659972307347786,FedEx
1944,2022-10-19 15:02:58,9,9,Russian Federation,18.708388631904512,FedEx
1945,2022-11-26 11:38:27,11,10,Burundi,51.88399288174645,FedEx
1946,2022-07-23 18:23:15,13,16,Reunion,89.83831628654148,FedEx
1947,2023-08-08 21:57:17,6,19,Tonga,28.433402398162098,DHL
1948,2022-10-27 16:16:47,5,17,Northern Mariana Islands,25.91712047444249,FedEx
1949,2022-02-14 05:57:07,14,8,Jamaica,85.72905810469759,FedEx
1950,2023-02-07 07:55:19,12,5,Samoa,82.2075073281646,FedEx
1951,2023-07-05 20:08:14,3,7,Syrian Arab Republic,24.14639505364982,FedEx
1952,2023-04-18 21:55:35,14,3,Turkmenistan,11.195001719964026,UPS
1953,2021-07-15 00:31:46,8,6,Malaysia,98.71748403890031,FedEx
1954,2022-11-12 11:08:06,12,14,Hungary,70.92322680220107,DHL
1955,2022-09-22 06:51:55,10,18,United Arab Emirates,75.17505698572764,DHL
1956,2022-04-10 01:47:33,6,10,Algeria,96.66213567730152,DHL
1957,2022-08-30 15:10:31,12,10,Switzerland,26.6938029651483,DHL
1958,2021-12-03 20:09:10,9,16,Bosnia and Herzegovina,84.63688826223954,DHL
1959,2022-06-01 05:47:12,9,4,Svalbard & Jan Mayen Islands,42.15444454616591,Local Courier
1960,2021-09-09 20:55:02,11,5,Tajikistan,91.54447505116185,UPS
1961,2021-03-21 21:34:25,6,11,Andorra,37.29633175972292,Local Courier
1962,2021-11-15 22:48:57,4,12,Bermuda,43.33803497639651,DHL
1963,2022-06-05 00:48:11,7,15,Mauritania,70.27142975700059,UPS
1964,2022-11-12 01:40:51,3,5,San Marino,60.14647536739193,UPS
1965,2021-05-15 21:49:54,13,12,Barbados,69.84750943342581,DHL
1966,2022-10-13 17:56:43,9,6,Guernsey,11.268381576441318,FedEx
1967,2021-04-08 17:52:05,9,14,Norway,14.386064921582726,DHL
1968,2021-06-30 10:04:15,12,11,Afghanistan,50.87066453033885,UPS
1969,2021-05-29 18:32:34,5,4,Bermuda,10.639709759997924,DHL
1970,2021-06-22 02:04:51,5,15,Bangladesh,59.668251119595354,FedEx
1971,2022-05-16 13:06:58,5,5,Spain,69.7084997781015,DHL
1972,2022-05-04 03:29:30,3,13,Uruguay,20.326811276281795,DHL
1973,2021-07-26 14:40:23,5,10,Argentina,74.27650134253834,FedEx
1974,2023-01-20 22:53:40,9,11,Mexico,99.22188989474368,UPS
1975,2023-01-05 10:50:12,4,3,Dominica,95.74488292874628,FedEx
1976,2023-11-06 11:11:10,5,3,Libyan Arab Jamahiriya,67.47983738242291,UPS
1977,2022-12-19 15:43:33,12,11,Vietnam,46.39881372684788,UPS
1978,2021-07-21 05:57:45,5,4,Kenya,64.41067911651876,DHL
1979,2021-02-09 18:59:06,10,4,United States Virgin Islands,98.24245905150589,DHL
1980,2023-06-07 06:16:08,5,15,Iran,69.24147771000364,FedEx
1981,2022-07-24 06:14:15,12,13,Vanuatu,41.500811052729304,DHL
1982,2023-06-08 03:35:32,9,14,Cuba,33.412023686937914,DHL
1983,2022-09-08 23:22:56,5,10,Cameroon,99.68868244887803,FedEx
1984,2021-05-25 14:42:34,14,5,Sri Lanka,83.43083235086587,DHL
1985,2023-05-28 18:48:55,14,4,Angola,80.88733476643122,UPS
1986,2021-03-22 03:05:39,9,14,Peru,39.45565948469411,FedEx
1987,2023-03-17 00:04:21,9,4,Qatar,93.48562338999038,UPS
1988,2021-11-05 16:59:04,7,12,Nicaragua,16.362750902159053,DHL
1989,2023-01-08 20:22:40,7,10,Panama,28.069478301692012,FedEx
1990,2023-12-02 17:04:08,9,12,Saint Lucia,37.63796173067645,FedEx
1991,2022-01-08 20:17:07,14,6,Malta,13.10763056729515,DHL
1992,2023-01-19 10:43:26,6,19,Macedonia,89.43734040093976,FedEx
1993,2023-03-15 12:17:16,4,12,Trinidad and Tobago,32.7932626488141,Local Courier
1994,2022-06-19 13:48:55,13,10,Haiti,25.502223203182545,DHL
1995,2022-12-27 00:47:18,14,5,Guernsey,33.127374961360154,Local Courier
1996,2022-12-29 01:04:49,7,14,Norway,48.81357818373985,DHL
1997,2021-12-07 18:13:27,13,10,Latvia,29.813779289108506,Local Courier
1998,2023-09-11 23:42:57,8,18,San Marino,83.85686340943234,DHL
1999,2021-05-02 17:19:46,9,13,Anguilla,10.516265957635678,FedEx
2000,2022-11-05 23:57:49,9,12,Saudi Arabia,57.4505517976458,FedEx
2001,2023-03-17 06:11:21,6,5,Bouvet Island (Bouvetoya),76.67347494688289,FedEx
2002,2022-07-26 02:24:18,13,10,Micronesia,37.973555902069506,DHL
2003,2023-04-13 13:59:01,12,18,Cape Verde,28.630001482826568,FedEx
2004,2023-05-13 21:21:18,14,17,Bahrain,35.6885777220783,FedEx
2005,2021-12-04 03:39:36,4,8,Togo,10.827205981976837,DHL
2006,2023-10-26 19:29:12,8,14,Malawi,98.1348525512341,DHL
2007,2023-08-07 15:01:35,3,10,Nauru,90.45907624615852,DHL
2008,2021-05-13 03:55:11,5,19,Svalbard & Jan Mayen Islands,74.88783354765071,DHL
2009,2022-02-22 12:24:23,3,12,Israel,47.47623542728048,FedEx
2010,2022-05-08 08:25:35,6,19,Moldova,48.588289139982855,DHL
2011,2023-01-25 09:11:31,4,17,French Guiana,99.74977711836708,UPS
2012,2021-11-16 10:27:57,7,12,Cote d'Ivoire,58.064370002588134,DHL
2013,2021-04-17 21:00:48,12,9,Lao People's Democratic Republic,23.0352925350227,UPS
2014,2021-11-14 04:12:59,14,7,Heard Island and McDonald Islands,69.82569249322913,UPS
2015,2021-12-24 03:01:08,6,9,Nauru,21.80629701991063,Local Courier
2016,2022-10-13 11:00:43,14,10,Vietnam,48.88368218719402,FedEx
2017,2022-11-17 07:53:22,6,18,Suriname,73.16380631032641,UPS
2018,2021-12-07 17:41:22,8,18,Tanzania,87.49799483371503,FedEx
2019,2022-03-30 12:46:50,4,8,French Polynesia,19.346903670742343,UPS
2020,2022-06-12 02:16:52,7,6,Chile,64.31878833993544,DHL
2021,2022-01-15 13:09:11,11,14,Central African Republic,99.87111029747892,FedEx
2022,2023-08-26 04:35:36,5,14,Peru,65.57998794301896,FedEx
2023,2022-11-08 21:52:06,11,5,Hong Kong,26.1520921227247,DHL
2024,2021-07-02 13:48:39,6,8,Poland,83.73356369185534,UPS
2025,2021-07-02 06:14:46,12,10,United States Virgin Islands,89.99569113312174,FedEx
2026,2023-01-01 22:25:51,6,6,Antigua and Barbuda,55.45525987424726,DHL
2027,2023-07-14 16:50:42,10,18,Latvia,64.9009183233023,DHL
2028,2023-01-26 07:28:19,13,3,Germany,98.3473595852094,Local Courier
2029,2023-11-22 21:30:47,12,17,Saint Helena,36.55786016181712,DHL
2030,2023-09-12 08:59:19,11,18,Albania,17.77388160342266,FedEx
2031,2023-02-15 18:32:13,12,19,United States Minor Outlying Islands,47.176418590108526,FedEx
2032,2022-04-18 10:10:43,5,3,Lao People's Democratic Republic,43.00410787406574,Local Courier
2033,2023-06-13 19:58:18,5,3,Colombia,39.952444334548844,Local Courier
2034,2021-01-07 10:52:15,7,14,Ukraine,99.88501840454326,DHL
2035,2023-09-27 18:31:47,10,6,New Zealand,36.87124517140013,Local Courier
2036,2021-01-10 13:49:29,6,14,New Caledonia,81.4160309958946,FedEx
2037,2022-02-05 04:54:17,3,8,Sierra Leone,24.725210813960313,Local Courier
2038,2023-08-02 02:55:56,4,15,Russian Federation,91.94020787532845,FedEx
2039,2021-11-27 19:39:57,11,18,Angola,38.678050210338384,FedEx
2040,2023-01-21 13:33:10,13,4,Philippines,29.970745238910514,DHL
2041,2022-08-09 01:03:55,9,6,Anguilla,71.68300971061788,DHL
2042,2022-11-14 12:52:45,13,17,Angola,10.644054389118741,FedEx
2043,2023-01-28 22:04:52,6,7,Greenland,69.59560160019268,DHL
2044,2023-10-12 23:45:25,4,18,Macedonia,63.681509980553045,UPS
2045,2022-10-03 15:28:44,7,10,Kuwait,94.39072838015181,DHL
2046,2021-05-06 15:44:45,11,18,Morocco,66.85351148057622,DHL
2047,2021-06-28 22:37:59,6,4,Guam,85.55055687349265,UPS
2048,2023-07-06 11:40:58,14,15,Mongolia,20.89798805730284,DHL
2049,2021-07-11 13:20:22,12,17,Bouvet Island (Bouvetoya),32.324093943057065,DHL
2050,2021-10-02 07:23:42,9,18,Cook Islands,59.71313094511327,DHL
2051,2023-08-22 01:24:03,12,15,Zimbabwe,26.62086932439354,FedEx
2052,2023-02-22 07:13:35,4,8,South Africa,81.03241269057239,UPS
2053,2023-08-12 06:20:30,14,5,Belize,68.50993659499025,UPS
2054,2023-08-23 11:54:26,3,3,Nepal,46.31354060422332,DHL
2055,2022-05-10 13:44:33,6,9,Congo,13.997293355805134,DHL
2056,2021-07-27 15:50:42,9,3,Jersey,59.141845676793636,DHL
2057,2022-10-07 21:14:44,6,18,Niue,53.27691859721596,DHL
2058,2022-05-22 18:55:42,4,13,Croatia,24.69801117336626,DHL
2059,2022-10-27 15:54:43,5,19,New Caledonia,90.68565197744454,FedEx
2060,2022-07-15 05:23:07,9,10,Tunisia,89.24708673681363,FedEx
2061,2021-11-20 05:29:38,10,8,Thailand,18.036969274247383,DHL
2062,2021-01-21 22:31:11,14,12,Jamaica,91.18211024520043,DHL
2063,2022-07-18 15:10:52,8,7,Sweden,52.92642990945524,DHL
2064,2023-01-04 18:30:10,7,19,Samoa,41.167545496402354,UPS
2065,2021-11-15 19:41:07,12,11,Greenland,80.5423385033109,FedEx
2066,2023-07-14 16:21:17,13,13,Croatia,33.74755720349117,DHL
2067,2021-09-21 15:28:33,10,4,Somalia,79.42902247155904,FedEx
2068,2021-05-14 08:03:33,5,18,Croatia,96.01508131435767,UPS
2069,2022-03-10 06:13:09,11,7,Norway,72.49315446927389,DHL
2070,2023-04-24 08:20:56,9,16,Antigua and Barbuda,69.86752394425284,DHL
2071,2023-11-23 01:26:46,4,16,Saint Vincent and the Grenadines,66.5160824502855,UPS
2072,2023-03-07 10:56:41,7,17,Costa Rica,97.6208767296277,Local Courier
2073,2023-08-07 17:32:54,13,18,Luxembourg,14.186655883437117,DHL
2074,2021-03-27 15:09:14,4,9,Canada,32.22180063920847,DHL
2075,2021-09-13 07:43:44,3,19,Australia,20.64559856479897,UPS
2076,2023-10-05 07:20:32,4,16,Azerbaijan,78.69538232402711,UPS
2077,2023-07-01 15:18:35,11,14,Australia,69.35721002210897,FedEx
2078,2022-06-15 07:29:57,12,7,Afghanistan,50.53000289182734,FedEx
2079,2022-06-12 04:45:09,7,11,Bouvet Island (Bouvetoya),78.53478145015265,FedEx
2080,2021-08-04 02:57:37,7,4,British Virgin Islands,54.853643106091035,Local Courier
2081,2023-06-15 11:11:50,3,14,Senegal,73.98950805848374,UPS
2082,2022-11-04 20:36:31,8,11,Malawi,69.28905266924238,Local Courier
2083,2021-02-28 16:38:08,5,19,Nepal,66.86975591167922,UPS
2084,2021-11-28 21:02:28,4,10,Palau,61.44707533856932,FedEx
2085,2023-01-09 21:31:32,9,13,Eritrea,47.461966906678164,Local Courier
2086,2023-06-10 07:28:16,11,7,Taiwan,26.075447757734345,DHL
2087,2023-02-17 09:05:57,4,6,Georgia,78.9202858694317,UPS
2088,2023-08-24 15:20:07,12,11,Peru,20.81304118803304,DHL
2089,2022-08-02 22:46:32,4,11,Seychelles,36.47063613256708,UPS
2090,2021-09-19 08:09:22,14,19,Vanuatu,91.72244495311634,UPS
2091,2023-09-08 01:01:42,7,15,Belarus,12.337584972262862,DHL
2092,2022-10-06 23:40:29,12,8,Panama,25.570473650585377,DHL
2093,2022-08-31 06:56:45,9,8,Iran,17.714341720396575,DHL
2094,2022-07-06 06:19:59,5,16,Spain,75.42180583485677,DHL
2095,2023-05-25 16:19:51,4,8,Guadeloupe,84.94352153099202,UPS
2096,2021-11-02 20:15:58,10,18,Gabon,94.15429589803503,UPS
2097,2022-05-12 08:04:17,7,3,Saint Pierre and Miquelon,74.02347764618172,DHL
2098,2021-05-19 15:55:09,3,8,Ghana,61.055777922362715,DHL
2099,2022-01-16 11:26:29,9,17,Nicaragua,56.15146046944362,DHL
2100,2021-11-20 10:04:58,10,11,Latvia,37.48751427005304,DHL
2101,2021-03-17 16:28:25,10,17,Algeria,66.24599075978333,FedEx
2102,2023-01-26 19:15:38,5,19,New Caledonia,13.600192548452995,DHL
2103,2022-03-16 12:17:25,3,4,Pakistan,50.608682724041024,UPS
2104,2023-11-18 05:58:03,3,9,Hong Kong,65.18773473689103,UPS
2105,2021-01-09 22:53:00,9,18,Lithuania,88.35867439846963,FedEx
2106,2023-10-12 09:57:45,11,13,Ukraine,73.35322378583,UPS
2107,2023-05-08 03:20:54,4,10,Puerto Rico,97.6142534302508,DHL
2108,2022-04-06 04:20:40,4,17,Thailand,48.12066331586335,FedEx
2109,2023-01-04 09:55:54,13,13,Liberia,86.59646918390281,DHL
2110,2023-02-14 21:57:22,10,18,Nepal,16.139775210823615,Local Courier
2111,2023-05-22 07:19:33,11,11,Oman,64.93424566458535,Local Courier
2112,2021-09-30 06:30:59,6,10,Bahrain,24.075704602468974,UPS
2113,2022-11-01 11:22:31,7,14,France,31.798121415490318,UPS
2114,2023-08-29 18:53:07,5,5,Faroe Islands,75.8199741313323,DHL
2115,2022-01-15 15:15:00,11,10,Poland,43.70860084839103,DHL
2116,2021-03-23 10:29:13,13,3,Cayman Islands,48.31452376067632,DHL
2117,2021-10-05 00:27:46,8,7,Niue,19.187742932755,DHL
2118,2023-11-25 07:53:35,14,18,Guyana,30.30756631063467,DHL
2119,2023-05-04 19:47:23,12,18,Togo,61.328471354234615,DHL
2120,2022-11-30 04:13:21,12,9,Peru,57.567058066308775,Local Courier
2121,2022-01-04 21:35:59,9,9,Palau,69.5275948488563,DHL
2122,2023-08-26 09:41:15,14,6,Liechtenstein,80.01205196909395,DHL
2123,2021-12-14 20:50:01,3,14,Benin,30.366116132610706,FedEx
2124,2022-03-14 06:44:09,5,9,Tajikistan,42.23996808568452,DHL
2125,2023-04-04 10:48:58,5,12,Sweden,56.087587255613954,DHL
2126,2023-02-17 02:25:23,5,12,Tokelau,10.798560459888181,DHL
2127,2021-03-19 15:46:12,5,3,South Georgia and the South Sandwich Islands,51.530686815586854,DHL
2128,2023-12-10 09:48:12,11,11,Sri Lanka,90.18964288725327,FedEx
2129,2023-11-06 01:35:24,6,5,Finland,40.967388551162784,Local Courier
2130,2023-01-20 22:53:18,3,18,Qatar,41.87742087526642,DHL
2131,2022-04-17 07:04:16,5,3,Kyrgyz Republic,35.01529786362107,UPS
2132,2022-06-21 09:20:42,9,16,San Marino,64.44838080205739,FedEx
2133,2023-06-30 23:35:23,6,18,Papua New Guinea,81.52646847696393,UPS
2134,2022-04-21 05:37:01,5,11,Montenegro,84.09793160587397,DHL
2135,2023-05-22 20:19:49,6,3,Equatorial Guinea,36.48445732283554,FedEx
2136,2023-01-12 16:34:59,7,18,Seychelles,64.85096866551005,DHL
2137,2022-06-18 22:55:05,7,17,Nauru,73.1505398092184,Local Courier
2138,2023-09-12 06:34:34,6,8,Ukraine,96.02611260991081,DHL
2139,2022-02-04 01:09:08,12,8,Venezuela,63.948281592022816,DHL
2140,2021-07-05 01:52:05,13,17,Montserrat,34.68878028061074,DHL
2141,2023-02-21 15:39:29,13,17,Cameroon,77.79952142813362,Local Courier
2142,2021-04-16 17:03:41,9,3,Spain,80.25241575769896,FedEx
2143,2021-07-09 05:08:57,13,11,Vanuatu,75.9821495947115,FedEx
2144,2023-11-09 06:43:21,8,15,Aruba,81.87606923357171,UPS
2145,2023-04-29 17:17:41,10,4,Monaco,75.18166911984542,FedEx
2146,2021-02-07 02:21:56,8,15,Saint Barthelemy,84.5696519292059,FedEx
2147,2021-01-13 07:11:25,8,19,Latvia,47.073376232922314,UPS
2148,2022-11-23 01:56:17,6,10,Kiribati,84.8952197862897,FedEx
2149,2023-09-30 07:27:12,6,11,Sierra Leone,32.73034156427107,Local Courier
2150,2023-09-16 10:38:04,11,10,Maldives,31.59269943302917,FedEx
2151,2022-04-10 07:02:12,8,9,Tonga,35.94545806259635,DHL
2152,2021-04-06 12:08:16,6,15,Mauritania,83.88048776567202,FedEx
2153,2023-08-05 04:19:06,7,10,Venezuela,24.436335876646165,FedEx
2154,2023-04-20 14:06:56,12,6,Bermuda,48.26374830712706,DHL
2155,2022-06-17 23:14:18,5,7,Ghana,24.873658360771145,DHL
2156,2022-05-13 13:46:02,14,9,Sao Tome and Principe,35.30750654863368,FedEx
2157,2023-03-24 09:20:59,11,14,Pitcairn Islands,86.34252544822333,DHL
2158,2023-12-16 04:23:47,10,14,Belarus,48.990993470230045,DHL
2159,2022-09-04 13:54:24,4,14,Wallis and Futuna,73.71441727669996,DHL
2160,2021-08-21 09:01:43,11,12,Pitcairn Islands,65.7023369832632,FedEx
2161,2021-04-08 12:26:15,8,8,American Samoa,12.286687003088236,FedEx
2162,2023-05-10 09:09:46,3,13,Eritrea,22.18573202778312,DHL
2163,2021-03-29 15:50:22,7,7,Northern Mariana Islands,39.19055968523633,DHL
2164,2022-11-23 05:22:29,4,11,Georgia,37.37490473110834,Local Courier
2165,2023-10-27 05:10:55,10,7,Guatemala,95.22847256094711,DHL
2166,2022-03-09 17:37:43,3,5,Senegal,12.31354578892468,UPS
2167,2022-07-30 17:51:52,10,5,Chile,72.40223636173823,UPS
2168,2021-05-28 15:00:56,12,9,Botswana,83.56646279456373,UPS
2169,2022-09-20 08:36:31,12,12,United Kingdom,49.59635790201795,Local Courier
2170,2022-06-19 23:06:13,8,9,Vanuatu,17.005448303400918,UPS
2171,2021-10-15 19:38:01,13,8,Chile,56.50629296564361,FedEx
2172,2023-05-07 20:09:08,3,16,Somalia,58.593272659228894,FedEx
2173,2023-08-16 23:16:42,12,16,Tokelau,30.48375288263877,DHL
2174,2021-06-04 06:24:24,9,10,Mexico,92.22377526009012,FedEx
2175,2023-03-07 06:28:33,13,4,Haiti,31.384626745094035,FedEx
2176,2021-07-17 18:41:54,10,16,Uzbekistan,97.43480494774239,DHL
2177,2023-10-04 04:24:27,4,16,Maldives,84.96923809565622,UPS
2178,2023-08-25 04:11:02,4,6,Dominican Republic,65.81424044428023,FedEx
2179,2022-08-27 16:06:15,13,3,Samoa,53.34141846821806,DHL
2180,2021-04-25 02:42:55,7,18,Greenland,79.85528915430109,FedEx
2181,2023-01-23 22:16:30,5,11,San Marino,34.542212311619345,DHL
2182,2021-11-18 03:08:49,8,5,Japan,75.83267859239099,UPS
2183,2022-10-29 23:27:30,14,5,Austria,36.300716070288104,UPS
2184,2022-11-22 16:57:50,14,17,Saint Vincent and the Grenadines,20.196752649859988,DHL
2185,2022-02-03 06:44:02,8,4,Madagascar,62.16841519150945,FedEx
2186,2021-07-21 11:12:39,11,11,Bouvet Island (Bouvetoya),94.75703655313838,UPS
2187,2021-03-29 15:34:43,13,8,Vietnam,81.66236724441129,DHL
2188,2022-12-17 15:19:02,14,8,Ukraine,43.957254075348,Local Courier
2189,2023-10-20 09:24:14,5,12,Congo,95.93631081509326,DHL
2190,2022-10-22 19:18:52,13,14,Benin,98.46693659198297,DHL
2191,2023-05-17 05:55:08,9,17,Panama,45.001587908200726,DHL
2192,2023-02-12 17:39:07,12,6,Dominica,78.62729260411155,FedEx
2193,2023-07-29 03:29:06,6,12,Comoros,46.31483898026708,FedEx
2194,2023-10-06 07:04:33,7,16,Myanmar,18.326236030909037,FedEx
2195,2021-10-04 20:43:58,6,16,Lesotho,18.919365567791925,DHL
2196,2022-03-21 15:20:11,6,5,Netherlands,40.554435332377835,FedEx
2197,2021-12-16 21:04:12,9,19,Nigeria,53.24411483387259,UPS
2198,2023-01-01 22:49:16,9,17,Indonesia,66.53011271635884,Local Courier
2199,2022-09-15 13:40:11,5,15,Cocos (Keeling) Islands,83.13377438262232,FedEx
2200,2023-04-02 03:47:01,13,15,Slovakia (Slovak Republic),10.567193223892874,FedEx
2201,2022-09-09 21:27:48,9,9,Venezuela,43.64450447451546,UPS
2202,2021-03-18 00:44:37,13,9,Heard Island and McDonald Islands,58.5847994728978,Local Courier
2203,2022-06-21 00:47:01,10,13,Hungary,62.51303417362346,DHL
2204,2023-06-09 16:19:40,7,15,American Samoa,87.74721362103068,DHL
2205,2021-11-25 06:51:54,13,9,United Kingdom,55.765224960047526,Local Courier
2206,2022-08-03 16:18:59,3,4,Macao,16.479371425536417,FedEx
2207,2022-09-09 12:10:11,12,7,Somalia,64.01966477737406,FedEx
2208,2022-08-30 00:08:52,3,15,Afghanistan,65.54734967112543,DHL
2209,2022-06-28 06:42:30,10,8,Israel,52.774873324534354,FedEx
2210,2022-07-30 15:10:10,12,16,Liechtenstein,90.73045132505288,DHL
2211,2021-06-11 13:34:19,14,17,Tanzania,87.78768538115413,FedEx
2212,2023-02-02 02:09:45,3,11,Palestinian Territory,56.13942205829594,DHL
2213,2022-11-15 16:12:39,11,18,Niue,69.35670691954368,DHL
2214,2022-04-15 20:13:03,11,19,Romania,89.98846835705083,FedEx
2215,2023-04-01 18:49:56,11,15,British Virgin Islands,77.54547970824657,FedEx
2216,2023-11-09 18:59:53,12,8,Cayman Islands,82.04057516044584,FedEx
2217,2023-10-23 01:45:33,5,8,Macedonia,24.765292534227278,DHL
2218,2022-04-04 12:56:53,7,16,Dominica,76.2394830091619,UPS
2219,2023-10-25 17:30:02,7,4,Malta,32.000999482384074,DHL
2220,2023-11-17 13:31:58,11,18,Cayman Islands,52.33460515534576,UPS
2221,2022-12-18 17:44:34,7,8,Oman,17.89740699281099,DHL
2222,2022-11-14 01:42:34,12,3,Georgia,83.42921792253085,Local Courier
2223,2021-11-26 06:23:40,14,7,Guatemala,48.82061103042402,FedEx
2224,2021-03-07 09:26:35,12,15,Cote d'Ivoire,80.5554687939029,DHL
2225,2021-06-30 11:47:38,11,4,Singapore,63.8852232693918,FedEx
2226,2021-09-02 10:21:43,7,17,Netherlands Antilles,74.65571273828817,DHL
2227,2023-12-28 11:09:58,8,19,Nepal,95.5312611640285,UPS
2228,2023-08-25 05:14:03,4,14,Guinea,59.34672170391153,FedEx
2229,2022-10-19 23:34:33,3,4,Saint Pierre and Miquelon,81.75187794991584,FedEx
